State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Himachal Pradesh,Sirmore,Paonta Sahib,Banana,Other,NA,23/02/2023,5000,6000,5500
Himachal Pradesh,Sirmore,Paonta Sahib,Capsicum,Other,NA,23/02/2023,2500,4000,3000
Himachal Pradesh,Sirmore,Paonta Sahib,French Beans (Frasbean),Other,NA,23/02/2023,4000,5500,5000
Himachal Pradesh,Sirmore,Paonta Sahib,Kinnow,Other,NA,23/02/2023,4500,6000,5000
Himachal Pradesh,Sirmore,Paonta Sahib,Leafy Vegetable,Other,NA,23/02/2023,1000,NA,1000
Himachal Pradesh,Sirmore,Paonta Sahib,Peas Wet,Other,NA,23/02/2023,1500,2500,2000
Himachal Pradesh,Sirmore,Paonta Sahib,Water Melon,Other,NA,23/02/2023,2000,3000,2500
Himachal Pradesh,Solan,Solan,Banana,Other,NA,23/02/2023,1700,2900,2400
Himachal Pradesh,Solan,Solan,Bitter gourd,Other,NA,23/02/2023,6500,7000,6800
Himachal Pradesh,Solan,Solan,Bottle gourd,Other,NA,23/02/2023,1500,2500,2000
Himachal Pradesh,Solan,Solan,Cabbage,Other,NA,23/02/2023,600,700,600
Himachal Pradesh,Solan,Solan,Cucumbar(Kheera),Other,NA,23/02/2023,2000,4000,3500
Himachal Pradesh,Solan,Solan,Onion,Other,NA,23/02/2023,1000,1500,1200
Himachal Pradesh,Solan,Solan,Orange,Other,NA,23/02/2023,6000,7000,6500
Himachal Pradesh,Una,Una,Banana,Medium,NA,23/02/2023,3600,4100,3800
Himachal Pradesh,Una,Una,Brinjal,Brinjal,NA,23/02/2023,2400,2500,2450
Himachal Pradesh,Una,Una,Carrot,Other,NA,23/02/2023,1500,2000,1750
Himachal Pradesh,Una,Una,French Beans (Frasbean),Other,NA,23/02/2023,4000,4000,4000
Himachal Pradesh,Una,Una,Onion,Onion,NA,23/02/2023,1300,1500,1400
Himachal Pradesh,Una,Una,Pomegranate,Other,NA,23/02/2023,9000,13000,11000
Himachal Pradesh,Una,Una,Pumpkin,Pumpkin,NA,23/02/2023,1300,1600,1450
Jammu and Kashmir,Jammu,Batote,Raddish,Other,NA,23/02/2023,900,1100,1000
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Banana,Other,NA,23/02/2023,4200,5000,4600
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Capsicum,Other,NA,23/02/2023,2600,2800,2700
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Cauliflower,Other,NA,23/02/2023,400,500,450
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Cucumbar(Kheera),Other,NA,23/02/2023,2200,2400,2300
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Field Pea,Field Pea,NA,23/02/2023,2400,2600,2500
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Grapes,Green,NA,23/02/2023,5000,8000,6500
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Green Chilli,Other,NA,23/02/2023,3400,3600,3500
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Knool Khol,Other,NA,23/02/2023,400,500,450
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Mousambi(Sweet Lime),Other,NA,23/02/2023,5500,6000,5750
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Onion,Other,NA,23/02/2023,1200,1400,1300
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Pomegranate,Other,NA,23/02/2023,6000,8000,7000
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Potato,Potato,NA,23/02/2023,600,800,700
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Tinda,Other,NA,23/02/2023,2000,2200,2100
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Tomato,Other,NA,23/02/2023,1400,1600,1500
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Water Melon,Water Melon,NA,23/02/2023,1500,2000,1750
Jammu and Kashmir,Kathua,Kathua,Banana,Other,NA,23/02/2023,4200,4700,4450
Jammu and Kashmir,Kathua,Kathua,Capsicum,Other,NA,23/02/2023,2800,3500,3150
Jammu and Kashmir,Kathua,Kathua,Cauliflower,Other,NA,23/02/2023,300,600,450
Jammu and Kashmir,Kathua,Kathua,Coriander(Leaves),Coriander,NA,23/02/2023,1800,2200,2000
Jammu and Kashmir,Kathua,Kathua,Ginger(Green),Green Ginger,NA,23/02/2023,4000,5000,4500
Jammu and Kashmir,Kathua,Kathua,Lemon,Other,NA,23/02/2023,5500,7000,6250
Jammu and Kashmir,Kathua,Kathua,Onion,Other,NA,23/02/2023,1200,1400,1300
Jammu and Kashmir,Kathua,Kathua,Pumpkin,Other,NA,23/02/2023,2000,2500,2250
Jammu and Kashmir,Kathua,Kathua,Turnip,Turnip,NA,23/02/2023,300,400,350
Jammu and Kashmir,Srinagar,Parimpore,Apple,Delicious,NA,23/02/2023,7500,8000,7800
Jammu and Kashmir,Srinagar,Parimpore,Bottle gourd,Other,NA,23/02/2023,3000,3500,3200
Jammu and Kashmir,Srinagar,Parimpore,Orange,Other,NA,23/02/2023,7200,7600,7400
Jammu and Kashmir,Srinagar,Parimpore,Pomegranate,Other,NA,23/02/2023,10000,14000,12000
Jammu and Kashmir,Srinagar,Parimpore,Tomato,Other,NA,23/02/2023,2000,2200,2100
Jammu and Kashmir,Udhampur,Udhampur,Banana,Banana - Ripe,NA,23/02/2023,3700,4000,3850
Karnataka,Bagalkot,Bagalakot,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),NA,23/02/2023,6009,7259,6735
Karnataka,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,NA,23/02/2023,2095,2095,2095
Gujarat,Porbandar,Porbandar,Coriander(Leaves),Coriander,NA,23/02/2023,1000,1500,1250
Gujarat,Porbandar,Porbandar,Green Chilli,Green Chilly,NA,23/02/2023,2000,2500,2250
Gujarat,Porbandar,Porbandar,Green Gram (Moong)(Whole),Green (Whole),NA,23/02/2023,7950,7950,7950
Gujarat,Porbandar,Porbandar,Groundnut,Bold,NA,23/02/2023,5700,7150,6425
Gujarat,Porbandar,Porbandar,Lemon,Lemon,NA,23/02/2023,7000,8000,7500
Gujarat,Rajkot,Dhoraji,Corriander seed,Full Green,NA,23/02/2023,5605,6005,5880
Gujarat,Rajkot,Jasdan,Beans,Other,NA,23/02/2023,10000,13000,11250
Gujarat,Rajkot,Jasdan,Mustard,Mustard,NA,23/02/2023,4125,5000,4625
Gujarat,Rajkot,Jasdan,"Sesamum(Sesame,Gingelly,Til)",White,NA,23/02/2023,10000,15275,13500
Gujarat,Rajkot,Jasdan,Wheat,2189 No. 1,NA,23/02/2023,1900,2400,2125
Gujarat,Rajkot,Jasdan,Wheat,2189 No. 2,NA,23/02/2023,1950,2750,2250
Gujarat,Rajkot,Rajkot,Bajra(Pearl Millet/Cumbu),Deshi,NA,23/02/2023,1475,2575,2000
Gujarat,Rajkot,Rajkot,Black Gram (Urd Beans)(Whole),Desi,NA,23/02/2023,6450,7235,6750
Gujarat,Rajkot,Rajkot,Garlic,Garlic,NA,23/02/2023,700,2475,1350
Gujarat,Rajkot,Rajkot,Groundnut,Bold,NA,23/02/2023,6250,7355,7050
Gujarat,Rajkot,Rajkot,Wheat,Lokwan,NA,23/02/2023,2080,2360,2200
Gujarat,Rajkot,Rajkot(Ghee Peeth),Brinjal,Brinjal,NA,23/02/2023,750,2250,1500
Gujarat,Rajkot,Rajkot(Ghee Peeth),Ginger(Green),Green Ginger,NA,23/02/2023,4500,5250,4875
Gujarat,Sabarkantha,Dhansura,Cotton,RCH-2,NA,23/02/2023,7250,7950,7800
Gujarat,Sabarkantha,Himatnagar,Black Gram (Urd Beans)(Whole),Local,NA,23/02/2023,5500,6700,6100
Gujarat,Sabarkantha,Talod,Castor Seed,Caster,NA,23/02/2023,6375,6500,6438
Gujarat,Surat,Surat,Bitter gourd,Other,NA,23/02/2023,3000,4250,3625
Gujarat,Surat,Surat,Bottle gourd,Other,NA,23/02/2023,1000,3000,2000
Gujarat,Surat,Surat,Elephant Yam (Suran),Other,NA,23/02/2023,2500,3000,2750
Gujarat,Surat,Surat,French Beans (Frasbean),Other,NA,23/02/2023,1500,3000,2250
Gujarat,Surat,Surat,Ginger(Green),Other,NA,23/02/2023,4300,4600,4450
Gujarat,Surat,Surat,Pegeon Pea (Arhar Fali),Other,NA,23/02/2023,3500,6000,5000
Gujarat,Surat,Surat,Tomato,Other,NA,23/02/2023,500,1600,1050
Gujarat,Surat,Surat,Turmeric (raw),Other,NA,23/02/2023,2000,4500,3250
Gujarat,Surendranagar,Dasada Patadi,Kulthi(Horse Gram),Horse gram (Whole),NA,23/02/2023,4305,4500,4402.5
Gujarat,Surendranagar,Dasada Patadi,Lak(Teora),Lak (Whole),NA,23/02/2023,7250,7750,7500
Gujarat,Surendranagar,Halvad,Mustard,Rai UP,NA,23/02/2023,6000,6860,6625
Gujarat,Surendranagar,Vadhvan,Carrot,Carrot,NA,23/02/2023,1500,2000,1750
Gujarat,Surendranagar,Vadhvan,Cauliflower,Cauliflower,NA,23/02/2023,1500,2000,1750
Gujarat,Surendranagar,Vadhvan,Lemon,Lemon,NA,23/02/2023,4000,5000,4500
Gujarat,Surendranagar,Vadhvan,Onion Green,Onion Green,NA,23/02/2023,500,1000,750
Gujarat,Surendranagar,Vadhvan,Potato,Potato,NA,23/02/2023,1000,1500,1250
Gujarat,Vadodara(Baroda),Bodeli,Cotton,Shanker 6 (B) 30mm FIne,NA,23/02/2023,7674,7854,7745
Gujarat,Vadodara(Baroda),Padra,Bitter gourd,Other,NA,23/02/2023,2500,3250,2900
Gujarat,Vadodara(Baroda),Padra,Cabbage,Other,NA,23/02/2023,200,350,275
Gujarat,Vadodara(Baroda),Padra,Carrot,Other,NA,23/02/2023,1400,1600,1500
Gujarat,Vadodara(Baroda),Padra,Cauliflower,Other,NA,23/02/2023,1000,1300,1150
Gujarat,Vadodara(Baroda),Padra,Cucumbar(Kheera),Other,NA,23/02/2023,1750,2500,2150
Gujarat,Vadodara(Baroda),Padra,Elephant Yam (Suran),Other,NA,23/02/2023,2500,3250,2900
Gujarat,Vadodara(Baroda),Padra,Peas cod,Other,NA,23/02/2023,1750,2500,2150
Gujarat,Vadodara(Baroda),Padra,Surat Beans (Papadi),Other,NA,23/02/2023,2000,3500,2750
Haryana,Ambala,Ambala Cantt.,Onion,Other,NA,23/02/2023,750,1300,1000
Haryana,Ambala,Ambala Cantt.,Potato,Other,NA,23/02/2023,350,400,375
Haryana,Ambala,Barara,Apple,Apple,NA,23/02/2023,4500,5000,4500
Haryana,Ambala,Barara,Coriander(Leaves),Coriander,NA,23/02/2023,600,700,600
Haryana,Ambala,Barara,Guava,Other,NA,23/02/2023,5236,5236,5236
Haryana,Ambala,Barara,Kinnow,Other,NA,23/02/2023,4000,4400,4000
Haryana,Ambala,Barara,Orange,Other,NA,23/02/2023,5000,5000,5000
Haryana,Ambala,Barara,Peas Wet,Other,NA,23/02/2023,1400,1600,1400
Haryana,Ambala,Mullana(saha),Mustard,Mustard,NA,23/02/2023,5250,5600,5345
Haryana,Ambala,Naraingarh,Banana - Green,Other,NA,23/02/2023,2200,2500,2300
Haryana,Ambala,Naraingarh,Cabbage,Other,NA,23/02/2023,200,400,300
Haryana,Ambala,Naraingarh,Cauliflower,Cauliflower,NA,23/02/2023,100,300,200
Haryana,Ambala,Naraingarh,French Beans (Frasbean),Other,NA,23/02/2023,2500,3600,3000
Haryana,Ambala,Naraingarh,Green Chilli,Green Chilly,NA,23/02/2023,2000,3000,2200
Haryana,Ambala,Naraingarh,Methi(Leaves),Methi,NA,23/02/2023,400,1000,800
Haryana,Ambala,Naraingarh,Pomegranate,Pomogranate,NA,23/02/2023,3500,6000,5500
Haryana,Ambala,Naraingarh,Tomato,Tomato,NA,23/02/2023,400,1000,800
Haryana,Ambala,Shahzadpur,Brinjal,Brinjal,NA,23/02/2023,1000,1000,1000
Haryana,Ambala,Shahzadpur,Tomato,Local,NA,23/02/2023,700,1100,1000
Haryana,Faridabad,Ballabhgarh,Cabbage,Other,NA,23/02/2023,300,500,400
Haryana,Faridabad,Ballabhgarh,Capsicum,Capsicum,NA,23/02/2023,1400,1600,1500
Haryana,Faridabad,Ballabhgarh,Raddish,Other,NA,23/02/2023,300,500,400
Haryana,Faridabad,Faridabad,Bitter gourd,Other,NA,23/02/2023,3000,5000,4000
Haryana,Faridabad,Faridabad,Sponge gourd,Other,NA,23/02/2023,2000,3500,2750
Haryana,Fatehabad,Jakhal,Raddish,Other,NA,23/02/2023,200,200,200
Haryana,Hissar,Hansi,Cucumbar(Kheera),Other,NA,23/02/2023,2000,2500,2000
Haryana,Hissar,Hansi,Mousambi(Sweet Lime),Other,NA,23/02/2023,3000,4000,3500
Haryana,Jhajar,Bahadurgarh,Ber(Zizyphus/Borehannu),Other,NA,23/02/2023,NA,NA,4000
Haryana,Jhajar,Bahadurgarh,Bitter gourd,Other,NA,23/02/2023,NA,NA,5000
Haryana,Jhajar,Bahadurgarh,Garlic,Other,NA,23/02/2023,NA,NA,5000
Haryana,Jhajar,Bahadurgarh,Pomegranate,Other,NA,23/02/2023,6500,NA,7000
Haryana,Jhajar,Bahadurgarh,Tinda,Other,NA,23/02/2023,1500,3000,2000
Haryana,Jhajar,Jhajjar,Potato,Other,NA,23/02/2023,500,700,600
Haryana,Jind,Uchana,Cotton,American,NA,23/02/2023,7360,8169,7800
Haryana,Kaithal,Dhand,Tomato,Deshi,NA,23/02/2023,900,1000,980
Haryana,Karnal,"New Grain Market(main), Karnal",Apple,Other,NA,23/02/2023,3600,10000,6700
Haryana,Karnal,"New Grain Market(main), Karnal",Carrot,Carrot,NA,23/02/2023,500,1200,750
Haryana,Karnal,"New Grain Market(main), Karnal",Cauliflower,Other,NA,23/02/2023,100,200,150
Haryana,Karnal,"New Grain Market(main), Karnal",Grapes,Annabesahai,NA,23/02/2023,3000,7000,5200
Haryana,Kurukshetra,Ladwa,Grapes,Green,NA,23/02/2023,3000,3500,3250
Haryana,Kurukshetra,Ladwa,Kinnow,Kinnow,NA,23/02/2023,3500,4000,3750
Chattisgarh,Dhamtari,Boraee,Paddy(Dhan)(Common),I.R. 36,NA,23/02/2023,1500,1500,1500
Chattisgarh,Durg,Durg,Bitter gourd,Bitter Gourd,NA,23/02/2023,3600,4000,3800
Chattisgarh,Durg,Durg,Cabbage,Cabbage,NA,23/02/2023,500,600,550
Chattisgarh,Durg,Durg,Grapes,Green,NA,23/02/2023,6000,8000,7000
Chattisgarh,Durg,Durg,Mousambi(Sweet Lime),Mousambi,NA,23/02/2023,4000,6000,5000
Chattisgarh,Durg,Durg,Onion,Nasik,NA,23/02/2023,1600,1800,1700
Chattisgarh,Durg,Durg,Potato,Potato,NA,23/02/2023,1000,1400,1200
Chattisgarh,Durg,Durg,Pumpkin,Pumpkin,NA,23/02/2023,1000,1200,1100
Chattisgarh,Janjgir,Jaijaipur,Paddy(Dhan)(Common),Sona,NA,23/02/2023,1500,1500,1500
Chattisgarh,Janjgir,Shakti,Paddy(Dhan)(Common),Paddy,NA,23/02/2023,1520,1550,1550
Chattisgarh,Kanker,Lakhanpuri,Paddy(Dhan)(Common),Other,NA,23/02/2023,1900,1900,1900
Chattisgarh,Kanker,Sambalpur,Paddy(Dhan)(Common),I.R. 64,NA,23/02/2023,1500,1500,1500
Chattisgarh,Raigarh,Raigarh,Potato,Other,NA,23/02/2023,800,1200,1000
Chattisgarh,Rajnandgaon,Bandhabazar,Paddy(Dhan)(Common),1001,NA,23/02/2023,1465,1545,1495
Chattisgarh,Rajnandgaon,Kheragarh,Bengal Gram(Gram)(Whole),Other,NA,23/02/2023,3900,4050,4000
Chattisgarh,Sukma,Kukanar,Tamarind Fruit,With Seed 1Variety,NA,23/02/2023,2050,2050,2050
Chattisgarh,Surajpur,Pratappur,Paddy(Dhan)(Common),Common,NA,23/02/2023,1600,2040,2040
Goa,North Goa,Mapusa,Arecanut(Betelnut/Supari),Rashi,NA,23/02/2023,32000,35100,33550
Gujarat,Amreli,Bagasara,Cotton,Other,NA,23/02/2023,7250,8480,7865
Gujarat,Amreli,Damnagar,Green Chilli,Green Chilly,NA,23/02/2023,2300,3000,2750
Gujarat,Amreli,Damnagar,Guar,Gwar,NA,23/02/2023,2600,3050,2850
Gujarat,Amreli,Dhari,Soyabean,Local,NA,23/02/2023,4950,5050,4975
Gujarat,Amreli,Dhari,Wheat,Lokwan Gujrat,NA,23/02/2023,2005,2075,2055
Gujarat,Amreli,Rajula,Arhar (Tur/Red Gram)(Whole),Other,NA,23/02/2023,6250,6850,6550
Gujarat,Amreli,Rajula,Black Gram (Urd Beans)(Whole),Local,NA,23/02/2023,7755,7755,7755
Gujarat,Amreli,Rajula,Cotton,Local,NA,23/02/2023,6500,8355,7428
Gujarat,Amreli,Rajula,Kabuli Chana(Chickpeas-White),Kabul,NA,23/02/2023,3255,4690,3973
Gujarat,Amreli,Rajula,Moath Dal,Moath Dal,NA,23/02/2023,7755,7755,7755
Gujarat,Amreli,Rajula,Wheat,PISSI,NA,23/02/2023,2115,2610,2363
Gujarat,Anand,Umreth,Bajra(Pearl Millet/Cumbu),Deshi,NA,23/02/2023,2250,2500,2490
Gujarat,Banaskanth,Deesa,Bajra(Pearl Millet/Cumbu),Other,NA,23/02/2023,2555,3065,2900
Gujarat,Banaskanth,Deesa,Castor Seed,Other,NA,23/02/2023,6580,6625,6600
Gujarat,Banaskanth,Dhanera,Mustard,Other,NA,23/02/2023,4630,5205,4915
Gujarat,Banaskanth,Dhanera,"Sesamum(Sesame,Gingelly,Til)",Other,NA,23/02/2023,13755,13755,13755
Gujarat,Banaskanth,Thara,Cotton,RCH-2,NA,23/02/2023,7650,8005,7827.5
Gujarat,Banaskanth,Vadgam,Wheat,Lokwan Gujrat,NA,23/02/2023,2580,2580,2580
Gujarat,Bharuch,Jambusar,Jowar(Sorghum),Other,NA,23/02/2023,2500,3000,2800
Gujarat,Bharuch,Jambusar,Wheat,Other,NA,23/02/2023,2200,2600,2400
Gujarat,Bharuch,Jambusar(Kaavi),Cotton,Other,NA,23/02/2023,7300,7700,7500
Gujarat,Bharuch,Jambusar(Kaavi),Rice,Other,NA,23/02/2023,3200,3600,3400
Gujarat,Bhavnagar,Mahuva(Station Road),Castor Seed,Castor seed,NA,23/02/2023,5750,6335,6045
Gujarat,Bhavnagar,Mahuva(Station Road),Onion,Red,NA,23/02/2023,205,710,460
Gujarat,Bhavnagar,Mahuva(Station Road),Onion,White,NA,23/02/2023,610,2500,1555
Gujarat,Bhavnagar,Mahuva(Station Road),Wheat,Kalyan,NA,23/02/2023,2205,2910,2560
Gujarat,Bhavnagar,Taleja,Corriander seed,Other,NA,23/02/2023,4935,5800,5370
Gujarat,Bhavnagar,Taleja,Onion,Red,NA,23/02/2023,200,500,350
Gujarat,Bhavnagar,Taleja,Wheat,Kalyan,NA,23/02/2023,2000,2565,2285
Gujarat,Botad,Botad(Haddad),Cotton,Shanker 6 (B) 30mm FIne,NA,23/02/2023,7750,8790,8270
Gujarat,Gandhinagar,Dehgam,Castor Seed,Other,NA,23/02/2023,6400,6540,6470
Gujarat,Gandhinagar,Dehgam,Guar,Other,NA,23/02/2023,2350,2550,2450
Gujarat,Gandhinagar,Dehgam,Paddy(Dhan)(Common),Other,NA,23/02/2023,1955,2070,2012
Gujarat,Gandhinagar,Dehgam,Wheat,Other,NA,23/02/2023,2100,2250,2175
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Cabbage,Other,NA,23/02/2023,500,800,650
Gujarat,Jamnagar,Bhanvad,Cotton,Bunny,NA,23/02/2023,7500,8150,8000
Gujarat,Jamnagar,Dhrol,Bajra(Pearl Millet/Cumbu),Other,NA,23/02/2023,2000,2270,2135
Gujarat,Jamnagar,Dhrol,Groundnut,Other,NA,23/02/2023,5175,7200,6190
Gujarat,Jamnagar,Jam Khambalia,Groundnut,Other,NA,23/02/2023,4750,7250,5500
Gujarat,Junagarh,Visavadar,Castor Seed,Other,NA,23/02/2023,5125,6455,5790
Gujarat,Junagarh,Visavadar,Corriander seed,Other,NA,23/02/2023,5200,6030,5615
Gujarat,Junagarh,Visavadar,Ground Nut Seed,Ground Nut Seed,NA,23/02/2023,6750,7680,7215
Gujarat,Kachchh,Anjar,Castor Seed,Other,NA,23/02/2023,6502,6687,6600
Gujarat,Kachchh,Anjar,Cotton,Other,NA,23/02/2023,7877,8345,8200
Gujarat,Kachchh,Rapar,Castor Seed,Castor seed,NA,23/02/2023,6555,6605,6595
Gujarat,Kheda,Kapadvanj,Onion,Other,NA,23/02/2023,500,1400,950
Gujarat,Kheda,Mehmadabad,Wheat,Lokwan Gujrat,NA,23/02/2023,2250,2400,2300
Gujarat,Mehsana,Unjha,Isabgul (Psyllium),Isabgul (Psyllium),NA,23/02/2023,13955,16175,15575
Gujarat,Mehsana,Unjha,Mustard,Mustard,NA,23/02/2023,4735,5755,5375
Gujarat,Mehsana,Vijapur,Wheat,Other,NA,23/02/2023,2000,2500,2300
Gujarat,Mehsana,Visnagar,Bajra(Pearl Millet/Cumbu),Other,NA,23/02/2023,1755,2375,2065
Gujarat,Morbi,Vankaner,Cummin Seed(Jeera),Other,NA,23/02/2023,24000,29325,27000
Gujarat,Porbandar,Porbandar,Apple,Apple,NA,23/02/2023,12500,13500,13000
Gujarat,Porbandar,Porbandar,Banana,Amruthapani,NA,23/02/2023,2000,3000,2750
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Methi(Leaves),Methi,NA,23/02/2023,3200,3600,3400
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Mousambi(Sweet Lime),Mousambi,NA,23/02/2023,7000,7500,7250
Himachal Pradesh,Kangra,Kangra(Jassour),Brinjal,Other,NA,23/02/2023,1500,2000,1750
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Carrot,Carrot,NA,23/02/2023,1500,1800,1650
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Cauliflower,African Sarson,NA,23/02/2023,800,1000,900
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Cucumbar(Kheera),Cucumbar,NA,23/02/2023,4000,4500,4250
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Papaya,Other,NA,23/02/2023,4000,4500,4250
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Peas cod,Other,NA,23/02/2023,4000,4500,4250
Himachal Pradesh,Kangra,Palampur,Banana,Banana - Ripe,NA,23/02/2023,4500,5000,4750
Himachal Pradesh,Kangra,Palampur,Beetroot,Beetroot,NA,23/02/2023,3000,4000,3500
Himachal Pradesh,Kangra,Palampur,Cauliflower,Cauliflower,NA,23/02/2023,800,1100,950
Himachal Pradesh,Kangra,Palampur,French Beans (Frasbean),Other,NA,23/02/2023,4500,5000,4750
Himachal Pradesh,Kangra,Palampur,Grapes,Other,NA,23/02/2023,6500,8500,7500
Himachal Pradesh,Kangra,Palampur,Kinnow,Other,NA,23/02/2023,6000,6500,6250
Himachal Pradesh,Kangra,Palampur,Mousambi(Sweet Lime),Other,NA,23/02/2023,6800,7200,7000
Himachal Pradesh,Kullu,Bhuntar,Brinjal,Other,NA,23/02/2023,2500,2800,2600
Himachal Pradesh,Kullu,Bhuntar,French Beans (Frasbean),Other,NA,23/02/2023,4500,5000,4700
Himachal Pradesh,Kullu,Bhuntar,Onion,Other,NA,23/02/2023,1600,2000,1800
Himachal Pradesh,Kullu,Bhuntar,Peas Wet,Other,NA,23/02/2023,4000,4500,4200
Himachal Pradesh,Kullu,Bhuntar,Potato,Other,NA,23/02/2023,1000,1200,1100
Himachal Pradesh,Kullu,Bhuntar,Raddish,Other,NA,23/02/2023,500,1200,900
Himachal Pradesh,Kullu,Bhuntar,Spinach,Other,NA,23/02/2023,500,800,600
Himachal Pradesh,Kullu,Kullu,Capsicum,Other,NA,23/02/2023,2600,3200,3000
Himachal Pradesh,Kullu,Kullu,Cauliflower,Other,NA,23/02/2023,900,1100,1000
Himachal Pradesh,Kullu,Kullu,Coriander(Leaves),Other,NA,23/02/2023,3000,3200,3100
Himachal Pradesh,Kullu,Kullu,French Beans (Frasbean),Other,NA,23/02/2023,4200,5500,5000
Himachal Pradesh,Kullu,Kullu,Garlic,Other,NA,23/02/2023,6500,11000,10000
Himachal Pradesh,Kullu,Kullu,Guava,Other,NA,23/02/2023,5000,5500,5200
Himachal Pradesh,Kullu,Kullu,Kinnow,Other,NA,23/02/2023,4000,5000,4500
Himachal Pradesh,Kullu,Kullu,Potato,Other,NA,23/02/2023,1000,1200,1100
Himachal Pradesh,Mandi,Mandi(Takoli),Onion,Other,NA,23/02/2023,1500,2200,1800
Himachal Pradesh,Sirmore,Nahan,Bottle gourd,Bottle Gourd,NA,23/02/2023,2000,2200,2100
Himachal Pradesh,Sirmore,Nahan,Brinjal,Other,NA,23/02/2023,1500,2000,1750
Himachal Pradesh,Sirmore,Nahan,Cauliflower,Other,NA,23/02/2023,400,500,450
Himachal Pradesh,Sirmore,Nahan,Ginger(Green),Other,NA,23/02/2023,5000,5500,5200
Haryana,Kurukshetra,Ladwa,Orange,Orange,NA,23/02/2023,4000,5000,4500
Haryana,Kurukshetra,Ladwa,Potato,Potato,NA,23/02/2023,400,500,450
Haryana,Kurukshetra,Pehowa,Green Chilli,Other,NA,23/02/2023,1900,2000,1960
Haryana,Kurukshetra,Pehowa,Potato,Other,NA,23/02/2023,600,600,600
Haryana,Kurukshetra,Shahabad,Banana,Banana - Ripe,NA,23/02/2023,2700,3490,3000
Haryana,Kurukshetra,Shahabad,Cabbage,Cabbage,NA,23/02/2023,300,300,300
Haryana,Kurukshetra,Shahabad,Capsicum,Capsicum,NA,23/02/2023,2000,2200,2100
Haryana,Kurukshetra,Shahabad,Onion,Onion,NA,23/02/2023,800,1000,900
Haryana,Kurukshetra,Shahabad,Orange,Orange,NA,23/02/2023,4500,5630,5000
Haryana,Kurukshetra,Shahabad,Potato,Potato,NA,23/02/2023,202,400,327
Haryana,Kurukshetra,Shahabad,Turnip,Turnip,NA,23/02/2023,300,300,300
Haryana,Mahendragarh-Narnaul,Mohindergarh,Cucumbar(Kheera),Cucumbar,NA,23/02/2023,1000,1600,1200
Haryana,Mahendragarh-Narnaul,Narnaul,Capsicum,Other,NA,23/02/2023,3000,3000,3000
Haryana,Mahendragarh-Narnaul,Narnaul,Cotton,American,NA,23/02/2023,7990,8010,8010
Haryana,Mahendragarh-Narnaul,Narnaul,Onion,Other,NA,23/02/2023,700,1200,1000
Haryana,Mahendragarh-Narnaul,Narnaul,Pumpkin,Other,NA,23/02/2023,1000,1500,1300
Haryana,Mewat,FerozpurZirkha(Nagina),Onion,Other,NA,23/02/2023,1000,1200,1100
Haryana,Mewat,Punhana,Onion,Other,NA,23/02/2023,1000,1000,1000
Haryana,Panipat,Panipat,Potato,Other,NA,23/02/2023,200,400,300
Haryana,Panipat,Samalkha,Brinjal,Brinjal,NA,23/02/2023,1000,1000,1000
Haryana,Panipat,Samalkha,Capsicum,Capsicum,NA,23/02/2023,2000,2000,2000
Haryana,Panipat,Samalkha,Cucumbar(Kheera),Cucumbar,NA,23/02/2023,2000,2000,2000
Haryana,Panipat,Samalkha,Raddish,Raddish,NA,23/02/2023,400,400,400
Haryana,Rewari,Rewari,Onion,Other,NA,23/02/2023,600,1500,1000
Haryana,Rohtak,Meham,Potato,Other,NA,23/02/2023,500,500,500
Haryana,Rohtak,Rohtak,Cabbage,Other,NA,23/02/2023,400,600,500
Haryana,Sirsa,Ding,Cotton,American,NA,23/02/2023,7000,7783,7000
Haryana,Sirsa,Ellanabad,Guar,Gwar,NA,23/02/2023,4850,5268,5110
