State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Uttar Pradesh,Bulandshahar,Anoop Shahar,Onion,Red,NA,23/02/2023,1600,2000,1800
Uttar Pradesh,Bulandshahar,Anoop Shahar,Tomato,Deshi,NA,23/02/2023,900,1100,1000
Uttar Pradesh,Bulandshahar,Buland Shahr,Bengal Gram(Gram)(Whole),Desi (Whole),NA,23/02/2023,5600,5950,5800
Uttar Pradesh,Bulandshahar,Buland Shahr,Gur(Jaggery),Pathari,NA,23/02/2023,3100,3350,3230
Uttar Pradesh,Bulandshahar,Buland Shahr,Onion,Red,NA,23/02/2023,1200,1600,1420
Uttar Pradesh,Bulandshahar,Gulavati,Green Chilli,Green Chilly,NA,23/02/2023,1800,2000,1900
Uttar Pradesh,Bulandshahar,Jahangirabad,Arhar Dal(Tur Dal),Arhar Dal(Tur),NA,23/02/2023,10020,10260,10140
Uttar Pradesh,Bulandshahar,Jahangirabad,Black Gram Dal (Urd Dal),Black Gram Dal,NA,23/02/2023,9120,9360,9240
Uttar Pradesh,Bulandshahar,Jahangirabad,Ginger(Green),Green Ginger,NA,23/02/2023,3855,4065,3960
Uttar Pradesh,Bulandshahar,Jahangirabad,Green Gram Dal (Moong Dal),Green Gram Dal,NA,23/02/2023,8935,9176,9055
Uttar Pradesh,Bulandshahar,Jahangirabad,Onion,Red,NA,23/02/2023,1327,1535,1430
Uttar Pradesh,Bulandshahar,Jahangirabad,Paddy(Dhan)(Basmati),Basmati 1509,NA,23/02/2023,4131,4181,4171
Uttar Pradesh,Bulandshahar,Jahangirabad,Rice,III,NA,23/02/2023,2885,3095,2990
Uttar Pradesh,Bulandshahar,Jahangirabad,Wheat,Dara,NA,23/02/2023,2275,2315,2300
Uttar Pradesh,Bulandshahar,Khurja,Mustard Oil,Mustard Oil,NA,23/02/2023,14400,16800,14600
Uttar Pradesh,Bulandshahar,Khurja,Paddy(Dhan)(Basmati),Basmati 1509,NA,23/02/2023,4100,4300,4200
Uttar Pradesh,Bulandshahar,Khurja,Papaya,Papaya,NA,23/02/2023,1920,2120,2020
Uttar Pradesh,Bulandshahar,Khurja,Pumpkin,Pumpkin,NA,23/02/2023,1070,1170,1120
Uttar Pradesh,Bulandshahar,Khurja,Spinach,Spinach,NA,23/02/2023,1000,1100,1050
Uttar Pradesh,Bulandshahar,Sikanderabad,Cauliflower,Cauliflower,NA,23/02/2023,400,600,500
Uttar Pradesh,Bulandshahar,Sikanderabad,Green Peas,Green Peas,NA,23/02/2023,800,1000,900
Uttar Pradesh,Bulandshahar,Sikanderabad,Onion,Medium,NA,23/02/2023,1000,1300,1200
Uttar Pradesh,Bulandshahar,Sikanderabad,Raddish,Raddish,NA,23/02/2023,500,700,600
Uttar Pradesh,Bulandshahar,Sikarpur,Apple,Apple,NA,23/02/2023,4400,4800,4600
Uttar Pradesh,Bulandshahar,Sikarpur,Garlic,Garlic,NA,23/02/2023,3800,4000,3900
Uttar Pradesh,Bulandshahar,Sikarpur,Guava,Guava,NA,23/02/2023,1400,1600,1500
Uttar Pradesh,Bahraich,Naanpara,White Peas,White Peas,NA,23/02/2023,5990,6050,6020
Uttar Pradesh,Ballia,Ballia,Brinjal,Brinjal,NA,23/02/2023,1450,1570,1510
Uttar Pradesh,Ballia,Ballia,Green Chilli,Green Chilly,NA,23/02/2023,2200,2310,2250
Uttar Pradesh,Ballia,Ballia,Mousambi(Sweet Lime),Mousambi,NA,23/02/2023,3500,3610,3550
Uttar Pradesh,Ballia,Ballia,Rice,III,NA,23/02/2023,2460,2590,2520
Uttar Pradesh,Ballia,Ballia,Tomato,Hybrid,NA,23/02/2023,565,690,625
Uttar Pradesh,Ballia,Chitwadagaon,Garlic,Average,NA,23/02/2023,3320,3450,3380
Uttar Pradesh,Ballia,Chitwadagaon,Tomato,Deshi,NA,23/02/2023,490,620,550
Uttar Pradesh,Balrampur,Balrampur,Bottle gourd,Bottle Gourd,NA,23/02/2023,1730,1950,1840
Uttar Pradesh,Balrampur,Balrampur,Green Chilli,Green Chilly,NA,23/02/2023,2440,2650,2530
Uttar Pradesh,Balrampur,Tulsipur,Cabbage,Cabbage,NA,23/02/2023,720,770,750
Uttar Pradesh,Balrampur,Tulsipur,Field Pea,Field Pea,NA,23/02/2023,1830,1875,1850
Uttar Pradesh,Balrampur,Tulsipur,Potato,Desi,NA,23/02/2023,620,675,650
Uttar Pradesh,Balrampur,Utraula,Rice,Common,NA,23/02/2023,2530,2570,2550
Uttar Pradesh,Banda,Atarra,Apple,Kasmir/Shimla - II,NA,23/02/2023,5480,5640,5560
Uttar Pradesh,Banda,Atarra,Bottle gourd,Bottle Gourd,NA,23/02/2023,1300,1390,1340
Uttar Pradesh,Banda,Atarra,Pomegranate,Pomogranate,NA,23/02/2023,6060,6220,6140
Uttar Pradesh,Banda,Atarra,Pumpkin,Pumpkin,NA,23/02/2023,1170,1270,1220
Uttar Pradesh,Banda,Baberu,Cauliflower,Cauliflower,NA,23/02/2023,1060,1185,1120
Uttar Pradesh,Banda,Baberu,Garlic,Garlic,NA,23/02/2023,3250,3450,3350
Uttar Pradesh,Banda,Baberu,Green Chilli,Green Chilly,NA,23/02/2023,2450,2650,2550
Uttar Pradesh,Banda,Baberu,Pomegranate,Pomogranate,NA,23/02/2023,6050,6250,6150
Uttar Pradesh,Banda,Baberu,Potato,Desi,NA,23/02/2023,600,715,660
Uttar Pradesh,Banda,Baberu,Pumpkin,Pumpkin,NA,23/02/2023,1160,1290,1225
Uttar Pradesh,Banda,Banda,Apple,Kasmir/Shimla - II,NA,23/02/2023,6015,6200,6100
Uttar Pradesh,Banda,Banda,Ginger(Green),Green Ginger,NA,23/02/2023,3580,3710,3650
Uttar Pradesh,Banda,Banda,Mousambi(Sweet Lime),Mousambi,NA,23/02/2023,3620,3780,3700
Uttar Pradesh,Barabanki,Rudauli,Bhindi(Ladies Finger),Bhindi,NA,23/02/2023,4950,5060,5010
Uttar Pradesh,Barabanki,Rudauli,Garlic,Garlic,NA,23/02/2023,3450,3550,3500
Uttar Pradesh,Barabanki,Rudauli,Ginger(Green),Green Ginger,NA,23/02/2023,4140,4220,4180
Uttar Pradesh,Barabanki,Rudauli,Lemon,Lemon,NA,23/02/2023,3900,3980,3940
Uttar Pradesh,Barabanki,Rudauli,Potato,Desi,NA,23/02/2023,520,610,570
Uttar Pradesh,Barabanki,Rudauli,Pumpkin,Pumpkin,NA,23/02/2023,1300,1400,1350
Uttar Pradesh,Barabanki,Safdarganj,Arhar Dal(Tur Dal),Arhar Dal(Tur),NA,23/02/2023,10400,10500,10450
Uttar Pradesh,Barabanki,Safdarganj,Banana,Banana - Ripe,NA,23/02/2023,2850,2950,2900
Uttar Pradesh,Barabanki,Safdarganj,Banana - Green,Banana - Green,NA,23/02/2023,1500,1600,1550
Uttar Pradesh,Barabanki,Safdarganj,Brinjal,Brinjal,NA,23/02/2023,1500,1580,1550
Uttar Pradesh,Barabanki,Safdarganj,Capsicum,Capsicum,NA,23/02/2023,2350,2450,2400
Uttar Pradesh,Barabanki,Safdarganj,Garlic,Average,NA,23/02/2023,3000,3100,3050
Uttar Pradesh,Barabanki,Safdarganj,Pomegranate,Pomogranate,NA,23/02/2023,7200,7240,7220
Uttar Pradesh,Bareilly,Anwala,Carrot,Carrot,NA,23/02/2023,600,700,650
Uttar Pradesh,Deoria,Barhaj,Bottle gourd,Bottle Gourd,NA,23/02/2023,1560,1580,1570
Uttar Pradesh,Deoria,Barhaj,Brinjal,Brinjal,NA,23/02/2023,1320,1340,1330
Uttar Pradesh,Deoria,Barhaj,Carrot,Carrot,NA,23/02/2023,1150,1170,1160
Uttar Pradesh,Deoria,Devariya,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,NA,23/02/2023,6050,6070,6060
Uttar Pradesh,Deoria,Devariya,Cucumbar(Kheera),Cucumbar,NA,23/02/2023,1860,1880,1870
Uttar Pradesh,Deoria,Devariya,Ginger(Green),Green Ginger,NA,23/02/2023,4140,4160,4150
Uttar Pradesh,Deoria,Devariya,Mousambi(Sweet Lime),Mousambi,NA,23/02/2023,3430,3450,3440
Uttar Pradesh,Etah,Awagarh,Banana - Green,Banana - Green,NA,23/02/2023,1300,1500,1400
Uttar Pradesh,Etah,Awagarh,Cabbage,Cabbage,NA,23/02/2023,500,700,600
Uttar Pradesh,Etah,Awagarh,Cauliflower,Cauliflower,NA,23/02/2023,600,800,700
Uttar Pradesh,Etah,Etah,Black Gram Dal (Urd Dal),Black Gram Dal,NA,23/02/2023,9060,9560,9262
Uttar Pradesh,Etah,Etah,Carrot,Carrot,NA,23/02/2023,980,1280,1090
Uttar Pradesh,Etah,Etah,Garlic,Garlic,NA,23/02/2023,2360,3400,2910
Uttar Pradesh,Etah,Etah,Green Gram (Moong)(Whole),Green (Whole),NA,23/02/2023,6480,7700,7290
Uttar Pradesh,Etah,Etah,Guava,Guava,NA,23/02/2023,1710,2360,1960
Uttar Pradesh,Etah,Etah,Gur(Jaggery),Red,NA,23/02/2023,3220,3500,3380
Uttar Pradesh,Etah,Etah,Mustard,Sarson(Black),NA,23/02/2023,5200,6000,5760
Uttar Pradesh,Etah,Kasganj,Banana,Banana - Ripe,NA,23/02/2023,1940,2420,2250
Uttar Pradesh,Etah,Kasganj,Black Gram Dal (Urd Dal),Black Gram Dal,NA,23/02/2023,9150,9410,9270
Uttar Pradesh,Etah,Kasganj,Brinjal,Round,NA,23/02/2023,820,1140,990
Uttar Pradesh,Etah,Kasganj,Maize,Yellow,NA,23/02/2023,2230,2510,2350
Uttar Pradesh,Etah,Kasganj,Mustard,Sarson(Black),NA,23/02/2023,5600,5860,5750
Uttar Pradesh,Etah,Kasganj,Rice,III,NA,23/02/2023,2760,3200,2970
Uttar Pradesh,Etah,Kasganj,Wheat,Dara,NA,23/02/2023,2430,2700,2560
Uttar Pradesh,Etawah,Bharthna,Bengal Gram(Gram)(Whole),Desi (Whole),NA,23/02/2023,5250,5450,5350
Uttar Pradesh,Etawah,Bharthna,Carrot,Carrot,NA,23/02/2023,960,1160,1060
Uttar Pradesh,Etawah,Bharthna,Onion,Red,NA,23/02/2023,1200,1400,1300
Uttar Pradesh,Etawah,Bharthna,Rice,Coarse,NA,23/02/2023,2280,2480,2380
Uttar Pradesh,Etawah,Etawah,Arhar (Tur/Red Gram)(Whole),Small (Whole),NA,23/02/2023,6575,6975,6775
Uttar Pradesh,Etawah,Etawah,Banana,Banana - Ripe,NA,23/02/2023,2400,2800,2600
Uttar Pradesh,Etawah,Etawah,Green Chilli,Green Chilly,NA,23/02/2023,3350,3750,3550
Uttar Pradesh,Etawah,Etawah,Gur(Jaggery),Red,NA,23/02/2023,3250,3450,3350
Uttar Pradesh,Etawah,Etawah,Mustard Oil,Mustard Oil,NA,23/02/2023,13950,14350,14150
Uttar Pradesh,Etawah,Etawah,Paddy(Dhan)(Common),Paddy Coarse,NA,23/02/2023,1800,2055,2040
Uttar Pradesh,Etawah,Etawah,Rice,III,NA,23/02/2023,2160,2560,2360
Tripura,Sepahijala,Bishalgarh,Cauliflower,Other,NA,23/02/2023,1500,2000,1800
Tripura,Sepahijala,Bishalgarh,Tomato,Local,NA,23/02/2023,2000,2500,2300
Tripura,Sepahijala,Boxonagar,Cucumbar(Kheera),Cucumbar,NA,23/02/2023,2500,3200,3000
Tripura,Sepahijala,Boxonagar,Potato,Other,NA,23/02/2023,900,1000,950
Tripura,Sepahijala,Boxonagar,Tomato,Hybrid,NA,23/02/2023,1500,2200,2000
Tripura,Sepahijala,Sonamura,Cabbage,Cabbage,NA,23/02/2023,500,600,550
Tripura,Sepahijala,Sonamura,Potato,Local,NA,23/02/2023,900,1000,950
Uttar Pradesh,Agra,Agra,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),NA,23/02/2023,6700,6850,6770
Uttar Pradesh,Agra,Agra,Bengal Gram(Gram)(Whole),Desi (Whole),NA,23/02/2023,5500,5620,5570
Uttar Pradesh,Agra,Agra,Capsicum,Capsicum,NA,23/02/2023,2050,2200,2130
Uttar Pradesh,Agra,Agra,Cucumbar(Kheera),Cucumbar,NA,23/02/2023,1750,1950,1860
Uttar Pradesh,Agra,Agra,Garlic,Desi,NA,23/02/2023,2900,3100,3010
Uttar Pradesh,Agra,Agra,Ginger(Green),Green Ginger,NA,23/02/2023,3700,3900,3820
Uttar Pradesh,Agra,Agra,Mousambi(Sweet Lime),Mousambi,NA,23/02/2023,2750,2950,2860
Uttar Pradesh,Agra,Fatehabad,Ginger(Green),Green Ginger,NA,23/02/2023,1700,1800,1750
Uttar Pradesh,Agra,Fatehpur Sikri,Barley (Jau),Dara,NA,23/02/2023,2850,3050,2940
Uttar Pradesh,Agra,Fatehpur Sikri,Mousambi(Sweet Lime),Mousambi,NA,23/02/2023,2850,3050,2950
Uttar Pradesh,Agra,Fatehpur Sikri,Potato,Local,NA,23/02/2023,500,700,605
Uttar Pradesh,Agra,Fatehpur Sikri,Wheat,Dara,NA,23/02/2023,2540,2620,2580
Uttar Pradesh,Agra,Jagnair,Bajra(Pearl Millet/Cumbu),Deshi,NA,23/02/2023,1900,2000,1950
Uttar Pradesh,Agra,Jarar,Ginger(Green),Green Ginger,NA,23/02/2023,1700,1800,1750
Uttar Pradesh,Agra,Jarar,Onion,Red,NA,23/02/2023,1200,1300,1250
Uttar Pradesh,Agra,Jarar,Potato,Desi,NA,23/02/2023,700,800,750
Uttar Pradesh,Agra,Khairagarh,Brinjal,Round/Long,NA,23/02/2023,1200,1300,1250
Uttar Pradesh,Aligarh,Aligarh,Ginger(Green),Green Ginger,NA,23/02/2023,3900,4100,4000
Uttar Pradesh,Aligarh,Aligarh,Green Chilli,Green Chilly,NA,23/02/2023,2100,2200,2150
Uttar Pradesh,Aligarh,Aligarh,Mousambi(Sweet Lime),Mousambi,NA,23/02/2023,2850,2950,2900
Uttar Pradesh,Aligarh,Aligarh,Mustard Oil,Mustard Oil,NA,23/02/2023,14200,14300,14250
Uttar Pradesh,Aligarh,Aligarh,Onion,Red,NA,23/02/2023,1300,1400,1350
Uttar Pradesh,Aligarh,Aligarh,Paddy(Dhan)(Basmati),1121,NA,23/02/2023,4100,4300,4200
Uttar Pradesh,Aligarh,Aligarh,Paddy(Dhan)(Basmati),Basmati 1509,NA,23/02/2023,3950,4050,4000
Uttar Pradesh,Aligarh,Aligarh,Tomato,Hybrid,NA,23/02/2023,750,850,810
Uttar Pradesh,Aligarh,Charra,Apple,Kasmir/Shimla - II,NA,23/02/2023,6200,6400,6300
Uttar Pradesh,Aligarh,Charra,Brinjal,Brinjal,NA,23/02/2023,1100,1200,1160
Telangana,Nalgonda,Halia,Maize,Deshi Red,NA,23/02/2023,1930,1930,1930
Telangana,Nalgonda,Ramannapet,Paddy(Dhan)(Common),1001,NA,23/02/2023,2060,2060,2060
Telangana,Nizamabad,Bichkunda,Paddy(Dhan)(Common),1001,NA,23/02/2023,2040,2040,2040
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Bhindi(Ladies Finger),Bhindi,NA,23/02/2023,5000,5000,5000
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Bottle gourd,Bottle Gourd,NA,23/02/2023,1500,1500,1500
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Brinjal,Arkasheela Mattigulla,NA,23/02/2023,1300,1300,1300
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Drumstick,Drumstick,NA,23/02/2023,5500,5500,5500
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Field Pea,Field Pea,NA,23/02/2023,3500,3500,3500
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Leafy Vegetable,Leafy Vegetables,NA,23/02/2023,1600,1600,1600
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Potato,(Red Nanital),NA,23/02/2023,1900,1900,1900
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Onion,1st Sort,NA,23/02/2023,1800,1800,1800
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Tomato,Deshi,NA,23/02/2023,1900,1900,1900
Telangana,Ranga Reddy,Pargi,Maize,Hybrid/Local,NA,23/02/2023,2210,2210,2210
Telangana,Ranga Reddy,Tanduru,She Buffalo,Other,NA,23/02/2023,15000,20000,15000
Telangana,Warangal,Kesamudram,Groundnut,Local,NA,23/02/2023,6759,7719,7509
Telangana,Warangal,Narsampet,Cotton,Cotton (Unginned),NA,23/02/2023,6600,7500,7475
Telangana,Warangal,Warangal,Bhindi(Ladies Finger),Bhindi,NA,23/02/2023,4800,5000,4900
Telangana,Warangal,Warangal,Carrot,Carrot,NA,23/02/2023,1000,1200,1100
Telangana,Warangal,Warangal,French Beans (Frasbean),French Beans (Frasbean),NA,23/02/2023,3200,3500,3350
Tripura,Dhalai,Masli,Cock,Boiler/Firm(White),NA,23/02/2023,300,400,350
Tripura,Gomati,Silachhari,Onion,Nasik,NA,23/02/2023,3000,4000,3500
Tripura,Gomati,Silachhari,Rice,Masuri,NA,23/02/2023,3000,3700,3500
Tripura,Khowai,Kalyanpur,Cucumbar(Kheera),Cucumbar,NA,23/02/2023,800,1000,900
Tripura,Khowai,Kalyanpur,Onion,Nasik,NA,23/02/2023,2800,3000,2900
Uttar Pradesh,Aligarh,Khair,Banana,Banana - Ripe,NA,23/02/2023,2100,2310,2260
Uttar Pradesh,Aligarh,Khair,Brinjal,Round/Long,NA,23/02/2023,1080,1160,1120
Uttar Pradesh,Aligarh,Khair,Carrot,Carrot,NA,23/02/2023,990,1100,1040
Uttar Pradesh,Aligarh,Khair,Cauliflower,Cauliflower,NA,23/02/2023,700,810,750
Uttar Pradesh,Aligarh,Khair,Potato,Desi,NA,23/02/2023,680,780,720
Uttar Pradesh,Aligarh,Khair,Wheat,Dara,NA,23/02/2023,2300,2340,2330
Uttar Pradesh,Allahabad,Ajuha,Bengal Gram(Gram)(Whole),Desi (Whole),NA,23/02/2023,5240,5300,5270
Uttar Pradesh,Allahabad,Ajuha,Green Chilli,Green Chilly,NA,23/02/2023,2300,2410,2350
Uttar Pradesh,Allahabad,Ajuha,Rice,Common,NA,23/02/2023,2340,2410,2380
Uttar Pradesh,Allahabad,Ajuha,Wheat,Dara,NA,23/02/2023,2270,2340,2300
Uttar Pradesh,Allahabad,Allahabad,Apple,Kasmir/Shimla - II,NA,23/02/2023,6450,6600,6500
Uttar Pradesh,Allahabad,Allahabad,Mousambi(Sweet Lime),Mousambi,NA,23/02/2023,3100,3300,3200
Uttar Pradesh,Allahabad,Jasra,Apple,Kasmir/Shimla - II,NA,23/02/2023,6375,6660,6525
Uttar Pradesh,Allahabad,Jasra,Banana,Banana - Ripe,NA,23/02/2023,2530,2680,2600
Uttar Pradesh,Allahabad,Sirsa,Bengal Gram(Gram)(Whole),Desi (Whole),NA,23/02/2023,5200,5300,5250
Uttar Pradesh,Allahabad,Sirsa,Potato,Desi,NA,23/02/2023,580,650,615
Uttar Pradesh,Ambedkarnagar,Akbarpur,Arhar Dal(Tur Dal),Arhar Dal(Tur),NA,23/02/2023,10000,10550,10500
Uttar Pradesh,Ambedkarnagar,Akbarpur,Banana - Green,Banana - Green,NA,23/02/2023,1550,1700,1650
Uttar Pradesh,Ambedkarnagar,Akbarpur,Mustard Oil,Mustard Oil,NA,23/02/2023,16300,16410,16400
Uttar Pradesh,Ambedkarnagar,Tanda,Apple,Delicious,NA,23/02/2023,6680,6750,6720
Uttar Pradesh,Ambedkarnagar,Tanda,Potato,Desi,NA,23/02/2023,630,700,670
Uttar Pradesh,Ambedkarnagar,Tanda,Raddish,Raddish,NA,23/02/2023,1000,1060,1030
Uttar Pradesh,Ambedkarnagar,Tanda,Rice,Common,NA,23/02/2023,2480,2540,2510
Uttar Pradesh,Auraiya,Achalda,Apple,Delicious,NA,23/02/2023,6400,6600,6500
Uttar Pradesh,Auraiya,Achalda,Arhar Dal(Tur Dal),Arhar Dal(Tur),NA,23/02/2023,9700,9900,9800
Uttar Pradesh,Auraiya,Achalda,Brinjal,Round/Long,NA,23/02/2023,1100,1250,1200
Uttar Pradesh,Auraiya,Achalda,Potato,Badshah,NA,23/02/2023,550,650,600
Uttar Pradesh,Auraiya,Achalda,Tomato,Hybrid,NA,23/02/2023,600,780,700
Uttar Pradesh,Auraiya,Auraiya,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),NA,23/02/2023,6500,6900,6770
Uttar Pradesh,Auraiya,Auraiya,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,NA,23/02/2023,5800,6200,6000
Uttar Pradesh,Auraiya,Auraiya,Mustard,Lohi Black,NA,23/02/2023,5100,5600,5300
Telangana,Hyderabad,Gudimalkapur,Drumstick,Drumstick,NA,23/02/2023,4000,6000,4500
Telangana,Hyderabad,Gudimalkapur,Onion,1st Sort,NA,23/02/2023,500,1400,1000
Telangana,Hyderabad,Gudimalkapur,Potato,(Red Nanital),NA,23/02/2023,600,1100,900
Telangana,Hyderabad,Gudimalkapur,Tomato,Deshi,NA,23/02/2023,700,1600,1000
Telangana,Hyderabad,L B Nagar,Banana - Green,Banana - Green,NA,23/02/2023,2000,3000,2500
Telangana,Hyderabad,L B Nagar,Beetroot,Beetroot,NA,23/02/2023,2000,2500,2200
Telangana,Hyderabad,L B Nagar,Cauliflower,Cauliflower,NA,23/02/2023,1000,2000,1500
Telangana,Hyderabad,L B Nagar,French Beans (Frasbean),French Beans (Frasbean),NA,23/02/2023,3000,3500,3250
Telangana,Hyderabad,L B Nagar,Tomato,Deshi,NA,23/02/2023,1200,1600,1400
Telangana,Hyderabad,Mahboob Manison,Capsicum,Capsicum,NA,23/02/2023,3000,3000,3000
Telangana,Hyderabad,Mahboob Manison,Cauliflower,African Sarson,NA,23/02/2023,1500,1500,1500
Telangana,Hyderabad,Mahboob Manison,Cluster beans,Cluster Beans,NA,23/02/2023,3250,3250,3250
Telangana,Hyderabad,Mahboob Manison,Dry Chillies,1st Sort,NA,23/02/2023,13000,19000,14000
Telangana,Hyderabad,Mahboob Manison,Tomato,Deshi,NA,23/02/2023,1200,1600,1400
Telangana,Karimnagar,Dharmaram,Paddy(Dhan)(Common),1001,NA,23/02/2023,2040,2040,2040
Telangana,Karimnagar,Huzzurabad,Paddy(Dhan)(Common),1001,NA,23/02/2023,2040,2040,2040
Telangana,Karimnagar,Karimnagar,Beetroot,Beetroot,NA,23/02/2023,2000,2000,2000
Telangana,Karimnagar,Karimnagar,Carrot,Carrot,NA,23/02/2023,2000,2000,2000
Telangana,Karimnagar,Karimnagar,French Beans (Frasbean),French Beans (Frasbean),NA,23/02/2023,1500,1500,1500
Telangana,Karimnagar,Karimnagar,Green Chilli,Green Chilly,NA,23/02/2023,1000,1800,1400
Telangana,Karimnagar,Mallial(Cheppial),Cotton,A.K. 235 (Unginned),NA,23/02/2023,7000,8000,7500
Telangana,Karimnagar,Manakodur,Paddy(Dhan)(Common),I.R.-64,NA,23/02/2023,2040,2040,2040
Telangana,Karimnagar,Manthani,Paddy(Dhan)(Common),1001,NA,23/02/2023,2060,2060,2060
Telangana,Karimnagar,Pudur,Cotton,170-CO2 (Unginned),NA,23/02/2023,2060,2060,2060
Telangana,Karimnagar,Sircilla,Arhar (Tur/Red Gram)(Whole),777 New Ind,NA,23/02/2023,2040,2060,2060
Telangana,Medak,Dubbak,Paddy(Dhan)(Common),I.R.-64,NA,23/02/2023,2060,2060,2060
Telangana,Medak,Sangareddy,Cabbage,Cabbage,NA,23/02/2023,800,1000,900
Telangana,Medak,Vantamamidi,Green Chilli,Green Chilly,NA,23/02/2023,600,2000,1300
Telangana,Medak,Vantamamidi,Groundnut pods (raw),Groundnut pods (raw),NA,23/02/2023,2000,3000,2500
Telangana,Medak,Vantamamidi,Potato,Local,NA,23/02/2023,500,1200,850
Telangana,Medak,Vantamamidi,Ridgeguard(Tori),Other,NA,23/02/2023,1000,1400,1200
Telangana,Medak,Vantamamidi,Tomato,Local,NA,23/02/2023,2000,2500,2250
Uttar Pradesh,Auraiya,Dibiapur,Rice,III,NA,23/02/2023,2325,2425,2355
Uttar Pradesh,Azamgarh,Azamgarh,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,NA,23/02/2023,6025,6125,6070
Uttar Pradesh,Azamgarh,Azamgarh,Cabbage,Cabbage,NA,23/02/2023,750,870,810
Uttar Pradesh,Azamgarh,Azamgarh,Garlic,Garlic,NA,23/02/2023,2925,3075,3000
Uttar Pradesh,Azamgarh,Azamgarh,Green Gram Dal (Moong Dal),Green Gram Dal,NA,23/02/2023,8700,8800,8750
Uttar Pradesh,Azamgarh,Azamgarh,Mustard,Lohi Black,NA,23/02/2023,6375,6475,6425
Uttar Pradesh,Azamgarh,Azamgarh,Potato,Desi,NA,23/02/2023,610,760,685
Uttar Pradesh,Azamgarh,Azamgarh,Raddish,Raddish,NA,23/02/2023,850,1000,930
Uttar Pradesh,Badaun,Badayoun,Banana - Green,Banana - Green,NA,23/02/2023,1580,1700,1620
Uttar Pradesh,Badaun,Badayoun,Bengal Gram(Gram)(Whole),Desi (Whole),NA,23/02/2023,5800,5920,5865
Uttar Pradesh,Badaun,Badayoun,Capsicum,Capsicum,NA,23/02/2023,1850,2000,1910
Uttar Pradesh,Badaun,Badayoun,Cauliflower,Cauliflower,NA,23/02/2023,570,700,650
Uttar Pradesh,Badaun,Badayoun,Pumpkin,Pumpkin,NA,23/02/2023,1200,1320,1265
Uttar Pradesh,Badaun,Badayoun,Rice,III,NA,23/02/2023,2650,2730,2685
Uttar Pradesh,Badaun,Wazirganj,Green Chilli,Green Chilly,NA,23/02/2023,1870,1970,1920
Uttar Pradesh,Badaun,Wazirganj,Gur(Jaggery),Pathari,NA,23/02/2023,3300,3390,3345
Uttar Pradesh,Baghpat,Khekda,Cauliflower,Cauliflower,NA,23/02/2023,500,700,600
Uttar Pradesh,Bahraich,Bahraich,Apple,Kasmir/Shimla - II,NA,23/02/2023,6400,6770,6600
Uttar Pradesh,Bahraich,Bahraich,Cabbage,Cabbage,NA,23/02/2023,570,660,620
Uttar Pradesh,Bahraich,Bahraich,Papaya,Papaya,NA,23/02/2023,2200,2400,2300
Uttar Pradesh,Bahraich,Naanpara,Bengal Gram Dal (Chana Dal),Bengal Gram (Split),NA,23/02/2023,6075,6175,6125
Uttar Pradesh,Bahraich,Naanpara,Mustard,Sarson(Black),NA,23/02/2023,5925,5980,5950
Uttar Pradesh,Bahraich,Naanpara,Onion,Red,NA,23/02/2023,1310,1390,1350
Uttar Pradesh,Bahraich,Naanpara,Raddish,Raddish,NA,23/02/2023,850,900,875
Uttar Pradesh,Etawah,Jasvantnagar,Tomato,Hybrid,NA,23/02/2023,700,800,750
Uttar Pradesh,Faizabad,Faizabad,Brinjal,Round/Long,NA,23/02/2023,1400,1600,1550
Uttar Pradesh,Faizabad,Faizabad,Coriander(Leaves),Local,NA,23/02/2023,1300,1700,1500
Uttar Pradesh,Faizabad,Faizabad,Green Chilli,Green Chilly,NA,23/02/2023,3400,3800,3500
Uttar Pradesh,Faizabad,Faizabad,Potato,Desi,NA,23/02/2023,700,760,715
Uttar Pradesh,Faizabad,Faizabad,Tomato,Hybrid,NA,23/02/2023,500,650,600
Uttar Pradesh,Farukhabad,Farukhabad,Cabbage,Cabbage,NA,23/02/2023,850,1050,950
Uttar Pradesh,Farukhabad,Farukhabad,Cauliflower,Cauliflower,NA,23/02/2023,900,1100,1050
Uttar Pradesh,Farukhabad,Farukhabad,Grapes,Green,NA,23/02/2023,4600,4900,4800
Uttar Pradesh,Farukhabad,Farukhabad,Peas cod,Peas cod,NA,23/02/2023,1300,1500,1400
Uttar Pradesh,Farukhabad,Kamlaganj,Potato,Desi,NA,23/02/2023,350,400,360
